"85","1","b","ALN","stammers4","","","ah.IM"," ",""

"88","1","a","ELE","stammers4","","0","WELL ","os [[wnei]] di deg munud ","5"
"88","1","b","ELE","stammers4","","","well.ADV","if.CONJ do.V.2S.PRES+SM you.PRON.2S+SM ten.NUM minute.N.M.SG ",""
"88","6","a","ELE","stammers4","WELL os [[wnei]] di deg ","5","MUNUD ","gofalus a [[canolbwyntio]] am y ddeg munud ","7"
"88","6","b","ELE","stammers4","well.ADV if.CONJ do.V.2S.PRES+SM you.PRON.2S+SM ten.NUM ","","minute.N.M.SG","careful.ADJ and.CONJ concentrate.V.INFIN for.PREP the.DET.DEF ten.NUM+SM minute.N.M.SG ",""
"88","13","a","ELE","stammers4","munud gofalus a [[canolbwyntio]] am y ddeg ","7","MUNUD ","de gei di ddeg ceiniog bob diwrnod . ","7"
"88","13","b","ELE","stammers4","minute.N.M.SG careful.ADJ and.CONJ concentrate.V.INFIN for.PREP the.DET.DEF ten.NUM+SM ","","minute.N.M.SG","isn't_it.IM[or]south.N.M.SG[or]right.N.M.SG[or]tea.N.M.SG+SM quay.N.M.SG+SM you.PRON.2S+SM ten.NUM+SM penny.N.F.SG each.PREQ+SM day.N.M.SG  ",""

"89","10","a","ELE","stammers4","[[sy]] yn [[golygu]] [[bod]] yna chwe_deg ceiniog am pres ","9","POCKET ","wedyn [[does]] ? ","2"
"89","10","b","ELE","stammers4","which_is.V.3SP.PRES.REL stative.STAT edit.V.INFIN be.V.INFIN there.ADV sixty.NUM penny.N.F.SG for.PREP money.N.M.SG ","","pocket.N.SG","afterwards.ADV be.V.3S.PRES.INDEF.NEG  ",""

"92","8","a","ALN","stammers4","ac [[oedd]] yn [[meddwl]] [[bod]] hynna yn ","7","FARGAIN ","[[oedd]] ? ","1"
"92","8","b","ALN","stammers4","and.CONJ be.V.3S.IMPERF stative.STAT think.V.INFIN be.V.INFIN that.DEM.SPOKEN stative.STAT ","","bargain.N.SG+SM","be.V.3S.IMPERF  ",""

"93","1","a","ELE","stammers4","","0","OH ","wedi [[gwirioni]] ! ","2"
"93","1","b","ELE","stammers4","","","oh.IM","after.PREP dote.V.INFIN  ",""

"94","10","a","ELE","stammers4","a [[mae]] yn [[golygu]] sti [[bod]] o yn ddeg ","9","MUNUD ","lle [[mae]] yn [[canolbwyntio]] am y deg munud ","8"
"94","10","b","ELE","stammers4","and.CONJ be.V.3S.PRES stative.STAT edit.V.INFIN you_know.IM be.V.INFIN he.PRON.M.3S.SPOKEN stative.STAT ten.NUM+SM ","","minute.N.M.SG","where.INT[or]place.N.M.SG be.V.3S.PRES stative.STAT concentrate.V.INFIN for.PREP the.DET.DEF ten.NUM minute.N.M.SG ",""
"94","18","a","ELE","stammers4","munud lle [[mae]] yn [[canolbwyntio]] am y deg ","8","MUNUD ","yna hefyd de ? ","3"
"94","18","b","ELE","stammers4","minute.N.M.SG where.INT[or]place.N.M.SG be.V.3S.PRES stative.STAT concentrate.V.INFIN for.PREP the.DET.DEF ten.NUM ","","minute.N.M.SG","there.ADV also.ADV isn't_it.IM  ",""

"95","1","a","ALN","stammers4","","0","YEAH ","YEAH ","1"
"95","1","b","ALN","stammers4","","","yeah.ADV","yeah.ADV ",""
"95","2","a","ALN","stammers4","YEAH ","1","YEAH ",". ","0"
"95","2","b","ALN","stammers4","yeah.ADV ","","yeah.ADV"," ",""

"100","4","a","ELE","stammers4","[[wnaeth]] hi [[fynegi]] ","3","RIGHT ","gry . ","1"
"100","4","b","ELE","stammers4","do.V.3S.PAST+SM she.PRON.F.3S express.V.INFIN+SM ","","right.ADJ","strong.ADJ+SM  ",""

"101","6","a","ELE","stammers4","o'n i yn [[meddwl]] [[oedd]] ","5","RIGHT ","dda @@really@@ . ","2"
"101","6","b","ELE","stammers4","unk to.PREP stative.STAT think.V.INFIN be.V.3S.IMPERF ","","right.ADJ","good.ADJ+SM real.ADJ+LY  ",""

"103","1","a","ELE","stammers4","","0","UM ","yn_de ? ","1"
"103","1","b","ELE","stammers4","","","um.IM[or]gum.N.SG+SM","isn't_it.IM  ",""

"104","1","a","ALN","stammers4","","0","YEAH ",". ","0"
"104","1","b","ALN","stammers4","","","yeah.ADV"," ",""

"105","2","a","ELE","stammers4","[[timod]] ","1","UM ",". ","0"
"105","2","b","ELE","stammers4","know.V.2S.PRES.SPOKEN ","","um.IM[or]gum.N.SG+SM"," ",""

"106","1","a","ALN","stammers4","","0","OH ","[[mae]] yn braf [[bod]] o yn [[dod]] o rywle arall heblaw ni [[dydy]] ? ","13"
"106","1","b","ALN","stammers4","","","oh.IM","be.V.3S.PRES stative.STAT fine.ADJ be.V.INFIN he.PRON.M.3S.SPOKEN stative.STAT come.V.INFIN he.PRON.M.3S.SPOKEN somewhere.N.M.SG+SM other.ADJ without.PREP we.PRON.1P be.V.3S.PRES.NEG.SPOKEN[or]be.V.3S.PRES.NEG+SM  ",""

"110","1","a","ALN","stammers4","","0","SO ","[[fydd]] raid iddo [[ddysgu]] SET ","5"
"110","1","b","ALN","stammers4","","","so.ADV","be.V.3S.FUT+SM necessity.N.M.SG+SM to_him.PREP+PRON.M.3S teach.V.INFIN+SM set.SV.INFIN ",""
"110","6","a","ALN","stammers4","SO [[fydd]] raid iddo [[ddysgu]] ","5","SET ","newydd os na [[ydy]] yn [[gwybod]] rhein . ","7"
"110","6","b","ALN","stammers4","so.ADV be.V.3S.FUT+SM necessity.N.M.SG+SM to_him.PREP+PRON.M.3S teach.V.INFIN+SM ","","set.SV.INFIN","new.ADJ if.CONJ neg.PRT be.V.3S.PRES stative.STAT know.V.INFIN these.PRON  ",""

"114","1","a","ELE","stammers4","","0","MMM ",". ","0"
"114","1","b","ELE","stammers4","","","mmm.IM"," ",""

"116","10","a","ELE","stammers4","ie wedyn os [[ydy]] o yn [[cael]] [[mae]] yn ","9","SURE ","[[ddylai]] hi [[gael]] felly [[dylai]] ? ","5"
"116","10","b","ELE","stammers4","yes.ADV afterwards.ADV if.CONJ be.V.3S.PRES he.PRON.M.3S.SPOKEN stative.STAT have.V.INFIN be.V.3S.PRES stative.STAT ","","sure.ADJ","ought.V.3S.IMPERF+SM she.PRON.F.3S have.V.INFIN+SM so.ADV ought.V.3S.IMPERF  ",""

"117","1","a","ALN","stammers4","","0","OH ","[[dylai]] ! ","1"
"117","1","b","ALN","stammers4","","","oh.IM","ought.V.3S.IMPERF  ",""

"118","10","a","ALN","stammers4","ond be [[dan]] ni yn sut [[dan]] ni yn ","9","ER ",". ","0"
"118","10","b","ALN","stammers4","but.CONJ what.INT be.V.1P.PRES.SPOKEN we.PRON.1P yn.PRT how.INT be.V.1P.PRES.SPOKEN we.PRON.1P yn.PRT ","","er.IM"," ",""

"119","1","a","ELE","stammers4","","0","PIANO ",". ","0"
"119","1","b","ELE","stammers4","","","piano.N.SG"," ",""

"120","1","a","ALN","stammers4","","0","YEAH ","YEAH ","1"
"120","1","b","ALN","stammers4","","","yeah.ADV","yeah.ADV ",""
"120","2","a","ALN","stammers4","YEAH ","1","YEAH ","O_K ","1"
"120","2","b","ALN","stammers4","yeah.ADV ","","yeah.ADV","OK.IM ",""
"120","3","a","ALN","stammers4","YEAH ","1","O_K ","YEAH ","1"
"120","3","b","ALN","stammers4","yeah.ADV ","","OK.IM","yeah.ADV ",""
"120","4","a","ALN","stammers4","O_K ","1","YEAH ",". ","0"
"120","4","b","ALN","stammers4","OK.IM ","","yeah.ADV"," ",""

"121","1","a","ELE","stammers4","","0","YEAH ","? ","0"
"121","1","b","ELE","stammers4","","","yeah.ADV"," ",""

"122","1","a","ALN","stammers4","","0","DUH ","YEAH ","1"
"122","1","b","ALN","stammers4","","","duh.IM","yeah.ADV ",""
"122","2","a","ALN","stammers4","DUH ","1","YEAH ","wrth_gwrs ! ","1"
"122","2","b","ALN","stammers4","duh.IM ","","yeah.ADV","of_course.ADV  ",""

"124","1","a","ALN","stammers4","","0","YEAH ","YEAH ","1"
"124","1","b","ALN","stammers4","","","yeah.ADV","yeah.ADV ",""
"124","2","a","ALN","stammers4","YEAH ","1","YEAH ","! ","0"
"124","2","b","ALN","stammers4","yeah.ADV ","","yeah.ADV"," ",""

"125","2","a","ELE","stammers4","wedyn ","1","UM ",". ","0"
"125","2","b","ELE","stammers4","afterwards.ADV ","","um.IM[or]gum.N.SG+SM"," ",""

"126","1","a","ALN","stammers4","","0","WELL ","[[gawn]] ni [[weld]] sut [[eith]] o de ? ","7"
"126","1","b","ALN","stammers4","","","well.ADV","get.V.1P.PRES+SM we.PRON.1P see.V.INFIN+SM how.INT go.V.ES.PRES he.PRON.M.3S.SPOKEN[or]from.PREP[or]of.PREP isn't_it.IM  ",""

"127","1","a","ELE","stammers4","","0","MMM ",". ","0"
"127","1","b","ELE","stammers4","","","mmm.IM"," ",""

"128","9","a","ALN","stammers4","[[mae]] gen i deimlad [[wneith]] o [[ymarfer]] y ","8","DRUMS ","yn haws . ","2"
"128","9","b","ALN","stammers4","be.V.3S.PRES by.PREP.SPOKEN I.PRON.1S feeling.N.M.SG+SM do.V.3S.FUT+SM he.PRON.M.3S.SPOKEN practice.V.INFIN the.DET.DEF ","","drum.N.SG+PL","stative.STAT easier.ADJ  ",""

"131","1","a","ELE","stammers4","","0","RIGHT ","! ","0"
"131","1","b","ELE","stammers4","","","right.ADJ"," ",""

"133","1","a","ELE","stammers4","","0","HMM ",". ","0"
"133","1","b","ELE","stammers4","","","hmm.IM"," ",""

"134","4","a","ALN","stammers4","a [[mae]] [[mae]] ","3","DEAN ","yn [[dallt]] hynny . ","3"
"134","4","b","ALN","stammers4","and.CONJ be.V.3S.PRES be.V.3S.PRES ","","name","stative.STAT understand.V.INFIN.SPOKEN that.PRON.SP  ",""

"136","1","a","ALN","stammers4","","0","UM ",". ","0"
"136","1","b","ALN","stammers4","","","um.IM[or]gum.N.SG+SM"," ",""

"138","1","a","ALN","stammers4","","0","OH ","[[yndy]] [[yndy]] [[yndy]] ! ","3"
"138","1","b","ALN","stammers4","","","oh.IM","be.V.3S.PRES.EMPH be.V.3S.PRES.EMPH be.V.3S.PRES.EMPH  ",""

"139","1","a","ELE","stammers4","","0","MMHM ",". ","0"
"139","1","b","ELE","stammers4","","","mmhm.IM"," ",""

"140","1","a","ALN","stammers4","","0","OH ","[[mae]] [[wneud]] gradd yn fan ","5"
"140","1","b","ALN","stammers4","","","oh.IM","be.V.3S.PRES make.V.INFIN+SM degree.N.MF.SG stative.STAT place.N.MF.SG+SM ",""
"140","6","a","ALN","stammers4","OH [[mae]] [[wneud]] gradd yn ","5","FAN ","yma . ","1"
"140","6","b","ALN","stammers4","oh.IM be.V.3S.PRES make.V.INFIN+SM degree.N.MF.SG stative.STAT ","","place.N.MF.SG+SM","here.ADV  ",""

"141","1","a","ELE","stammers4","","0","OH ","dyna [[mae]] [[wneud]] ! ","3"
"141","1","b","ELE","stammers4","","","oh.IM","that is.ADV be.V.3S.PRES make.V.INFIN+SM  ",""

"142","1","a","ELE","stammers4","","0","YEAH ","YEAH ","1"
"142","1","b","ELE","stammers4","","","yeah.ADV","yeah.ADV ",""
"142","2","a","ELE","stammers4","YEAH ","1","YEAH ","YEAH ","1"
"142","2","b","ELE","stammers4","yeah.ADV ","","yeah.ADV","yeah.ADV ",""
"142","3","a","ELE","stammers4","YEAH ","1","YEAH ","SORRY ","1"
"142","3","b","ELE","stammers4","yeah.ADV ","","yeah.ADV","sorry.ADJ ",""
"142","4","a","ELE","stammers4","YEAH ","1","SORRY ","! ","0"
"142","4","b","ELE","stammers4","yeah.ADV ","","sorry.ADJ"," ",""

"147","1","a","ELE","stammers4","","0","YEAH ","YEAH ","1"
"147","1","b","ELE","stammers4","","","yeah.ADV","yeah.ADV ",""
"147","2","a","ELE","stammers4","YEAH ","1","YEAH ",". ","0"
"147","2","b","ELE","stammers4","yeah.ADV ","","yeah.ADV"," ",""

"148","4","a","ALN","stammers4","[[dydy]] o ddim ","3","JUST ","yn . ","1"
"148","4","b","ALN","stammers4","be.V.3S.PRES.NEG.SPOKEN[or]be.V.3S.PRES.NEG+SM he.PRON.M.3S.SPOKEN not.ADV+SM ","","just.ADV[or]just.ADJ","yn.PRT  ",""

"149","1","a","ALN","stammers4","","0","OH ","YEAH ","1"
"149","1","b","ALN","stammers4","","","oh.IM","yeah.ADV ",""
"149","2","a","ALN","stammers4","OH ","1","YEAH ","JUST ","1"
"149","2","b","ALN","stammers4","oh.IM ","","yeah.ADV","just.ADV[or]just.ADJ ",""
"149","3","a","ALN","stammers4","YEAH ","1","JUST ","[[chwarae]] dy offeryn . ","3"
"149","3","b","ALN","stammers4","yeah.ADV ","","just.ADV[or]just.ADJ","game.N.M.SG[or]play.V.2S.IMPER[or]play.V.INFIN your.ADJ.POSS instrument.N.M.SG  ",""

"150","5","a","ALN","stammers4","a [[fydd]] bob_dim yn ","4","GREAT ","! ","0"
"150","5","b","ALN","stammers4","and.CONJ be.V.3S.FUT+SM everything.PRON stative.STAT ","","great.ADJ"," ",""

"151","1","a","ELE","stammers4","","0","HMM ",". ","0"
"151","1","b","ELE","stammers4","","","hmm.IM"," ",""

"153","1","a","ELE","stammers4","","0","HMM ","HEY ","1"
"153","1","b","ELE","stammers4","","","hmm.IM","hey.IM ",""
"153","2","a","ELE","stammers4","HMM ","1","HEY ","ti ddim wedi [[cael]] [[ateb]] gyn ED ","7"
"153","2","b","ELE","stammers4","hmm.IM ","","hey.IM","you.PRON.2S nothing.N.M.SG+SM[or]not.ADV+SM after.PREP have.V.INFIN answer.V.INFIN with.PREP[or]before.PREP+SM name ",""
"153","9","a","ELE","stammers4","HEY ti ddim wedi [[cael]] [[ateb]] gyn ","7","ED ","am yr UM ","3"
"153","9","b","ELE","stammers4","hey.IM you.PRON.2S nothing.N.M.SG+SM[or]not.ADV+SM after.PREP have.V.INFIN answer.V.INFIN with.PREP[or]before.PREP+SM ","","name","for.PREP the.DET.DEF um.IM[or]gum.N.SG+SM ",""
"153","12","a","ELE","stammers4","ED am yr ","3","UM ","CASTER ","1"
"153","12","b","ELE","stammers4","name for.PREP the.DET.DEF ","","um.IM[or]gum.N.SG+SM","caster.N.SG ",""
"153","13","a","ELE","stammers4","UM ","1","CASTER ","yna ar_gyfer y PIANO ","4"
