"Corpus","Filename","Utterance number","Clause number","Location of clause start","Location of clause end","Speaker","Clause","Matrix (verb) language","Linguality of clause","Dependent variable","Linguality of utterance","Mari-Carmen variable","Verb morphology","AoA minority language","AoA majority language","Mother's language","Father's language","Parental input","Primary school language","Secondary school language","Language of education","Identity","Contact1","Contact2","Contact3","Contact4","Contact5","Social network"
"Siarad","davies1","515","1","1","7","SAR","oedden nhw gweithio gyda fi yn G_E ","cym","monoW","ww","monoW","www","be.V.3P.IMPERF.SPOKEN=work.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","515","2","8","8","SAR","twel ","cym","monoW","ww","monoW","www","see.V.2S.PRES.SPOKEN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","516","1","1","2","NON","oedd hi ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","517","1","1","4","SAR","mae perthyn i fi ","cym","monoW","ww","monoW","www","be.V.3S.PRES=belong.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","518","1","1","9","SAR","a oedd hi yn gweithio gyda fi yn G_E ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=work.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","519","1","1","11","SAR","a oedd hi yn chweched pryd o'n i yn blwyddyn deg ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","528","1","1","6","SAR","achos oedd Elin hefyd yn chweched ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","546","1","1","5","NON","oh mae hi yn lovely ","cym","biling","wb","biling","wbb","be.V.3S.PRES=love.V.INFIN+ADV","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","555","1","1","14","NON","fi lawer mwy excited i i Queen's_Ball twel na pethau fel Clwb_Cymru a Occy ","cym","biling","wb","biling","wbb","see.V.2S.PRES.SPOKEN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","564","1","1","5","NON","yeah iawn oedd e yfe ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","729","1","1","7","SAR","na byth couple o drinks ar_ôl practice ","eng","biling","eb","biling","ebb","drink.V.3S.PRES","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","733","1","1","12","SAR","well timod well o'n i yn blentyn ysgol blwyddyn deg pryd hynny ","cym","monoW","ww","monoW","www","know.V.2S.PRES.SPOKEN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","734","1","1","2","NON","ond timod ","cym","monoW","ww","monoW","www","know.V.2S.PRES.SPOKEN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","734","2","3","13","NON","mae yn anodd pan ti cael ymarferion fel yna bob nos ","cym","monoW","ww","monoW","www","be.V.3S.PRES=have.V.INFIN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","737","1","1","8","SAR","sure mae mynd ymlaen amboutu mis cyn e ","cym","monoW","ww","monoW","www","be.V.3S.PRES=go.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","738","1","1","3","NON","fi cofio cyfnod ","cym","monoW","ww","monoW","www","remember.V.INFIN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","738","2","4","6","NON","twel o'n i ","cym","monoW","ww","monoW","www","see.V.2S.PRES.SPOKEN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","738","3","7","9","NON","yn wneud um ","cym","monoW","ww","monoW","www","make.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","738","4","10","15","NON","mynd i ysgol bob dydd wedyn ","cym","monoW","ww","monoW","www","go.V.INFIN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","738","5","16","16","NON","oedd ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","738","6","17","22","NON","oedd hi yn gyfnod steddfod ysgol ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","739","1","1","11","NON","so oedd steddfod ysgol gyda ni ar ar_ôl practice ar_ôl ysgol ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","747","1","1","3","NON","oedd e galed ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","749","1","1","14","SAR","yeah oh ro't ti blwyddyn deg de pryd o'n i yn wneud y panto ","cym","monoW","ww","monoW","www","make.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","749","2","15","22","SAR","oedd gyda fi novel tŷ yr un pryd ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","751","1","1","8","SAR","ar_ôl hwnna wnes i sure o fod fflago ","cym","monoW","ww","monoW","www","do.V.1S.PAST.SPOKEN+SM=be.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","754","1","1","4","NON","yeah mae yn hard_going ","cym","biling","wb","biling","wbb","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","754","2","5","5","NON","twel ","cym","monoW","ww","biling","wwb","see.V.2S.PRES.SPOKEN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","762","1","1","5","SAR","oedd gwaith sgwennu lan beth ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=write.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","762","2","6","12","SAR","oedd pawb wedi gweud a anfon hwnna ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=send.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","764","1","1","16","NON","achos yn y cyfnod pan o'n i yn captain steddfod oedd gyda ni fel um drama ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","764","2","17","18","NON","oedd Ffermwyr_Ifanc ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","766","1","1","11","NON","a fel gyda drama ryw wyth person sy angen yno fe ","cym","monoW","ww","monoW","www","which_is.V.3SP.PRES.REL","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","770","1","1","9","NON","a tibod mae nhw yn dewis yr aelodau hena ","cym","monoW","ww","monoW","www","be.V.3S.PRES=select.V.INFIN[or]choose.V.INFIN","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","770","2","10","12","NON","i wneud e ","cym","monoW","ww","monoW","www","make.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","773","1","1","11","NON","pan gyda rywbeth fel panto mae nhw yn trial wneud rywbeth ","cym","monoW","ww","monoW","www","be.V.3S.PRES=make.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","773","2","12","17","NON","i gael yr aelodau gyd ynghlwm ","cym","monoW","ww","monoW","www","have.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","773","3","18","19","NON","â fe ","cym","monoW","ww","monoW","www","as.CONJ[or]with.PREP[or]go.V.3S.PRES","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","775","1","1","1","SAR","yndy ","cym","monoW","ww","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","776","1","1","5","SAR","well fel yna oedd Hanner_Awr_O_Adloniant ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","777","1","1","2","NON","oh ydy ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","777","2","3","9","NON","mae rhan i bawb fan yna yn_does ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","778","1","1","7","SAR","mae fe eitha energetic thing i wneud ","cym","biling","wb","biling","wbb","be.V.3S.PRES=make.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","779","1","1","10","SAR","oh oedd gyda ni loads o dance_o a wneud hyn ","cym","biling","wb","biling","wbb","be.V.3S.IMPERF=make.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies1","779","2","11","18","SAR","a rhedeg o fan hyn i llall a ","cym","monoW","ww","biling","wwb","decline.V.INFIN[or]conjugate.V.INFIN[or]run.V.INFIN","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Siarad","davies10","207","1","1","6","HIL","un o Sir_Fôn yma wyt ti ","cym","monoW","ww","monoW","www","be.V.2S.PRES","1","3","1","1","1","1","2","1.5","1","1","1","1","1","1","1"
"Siarad","davies10","259","1","1","8","HIL","so mae hi yma ers blynyddoedd maith felly ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1","1","1","1","1","1"
"Siarad","davies10","275","1","1","8","HIL","oh er Sir_Gaernarfon oedd rhieni fi yn dod ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=come.V.INFIN","1","3","1","1","1","1","2","1.5","1","1","1","1","1","1","1"
"Siarad","davies10","321","1","1","2","HIL","nag oes ","cym","monoW","ww","monoW","www","be.V.3S.PRES.INDEF","1","3","1","1","1","1","2","1.5","1","1","1","1","1","1","1"
"Siarad","davies10","321","2","3","4","HIL","mae sure ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1","1","1","1","1","1"
"Siarad","davies10","332","1","1","2","MIC","nag oes ","cym","monoW","ww","monoW","www","be.V.3S.PRES.INDEF","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
"Siarad","davies10","344","1","1","2","MIC","nag oes ","cym","monoW","ww","monoW","www","be.V.3S.PRES.INDEF","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
"Siarad","davies10","348","1","1","1","MIC","yndy ","cym","monoW","ww","monoW","www","be.V.3S.PRES.EMPH","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
"Siarad","davies10","348","2","2","2","MIC","dydy ","cym","monoW","ww","monoW","www","be.V.3S.PRES.NEG.SPOKEN","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
"Siarad","davies10","351","1","1","1","MIC","ydy ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
"Siarad","davies10","355","1","1","2","HIL","oes mmm ","cym","monoW","ww","monoW","www","be.V.3S.PRES.INDEF[or]age.N.F.SG","1","3","1","1","1","1","2","1.5","1","1","1","1","1","1","1"
"Siarad","davies10","359","1","1","2","MIC","mae o ","cym","monoW","ww","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
"Siarad","davies10","359","2","3","3","MIC","dydy ","cym","monoW","ww","monoW","www","be.V.3S.PRES.NEG.SPOKEN","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
"Siarad","davies10","365","1","1","8","CLE","oedden ni yn cerdded i_fyny i yr ysgol ","cym","monoW","ww","monoW","www","be.V.3P.IMPERF.SPOKEN=walk.V.INFIN","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1"
"Siarad","davies10","367","1","1","10","CLE","a ar ochr dde um fyddai gynno gaseg frown yno ","cym","monoW","ww","monoW","www","be.V.3S.COND+SM","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1"
"Siarad","davies10","368","1","1","7","CLE","oedd o yn mynd pony a trap ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=go.V.INFIN","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1"
"Siarad","davies10","371","1","1","5","CLE","oedd o yn cario moch ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF=carry.V.INFIN","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1"
"Siarad","davies10","371","2","6","7","CLE","a ballu ","cym","monoW","ww","monoW","www","refuse.V.INFIN+SM","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1"
"Siarad","davies10","373","1","1","2","CLE","byddai ryw ","cym","monoW","ww","monoW","www","be.V.3S.COND","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1"
"Siarad","davies10","373","2","3","10","CLE","byddai ryw fusiness felly gen ei daid o ","cym","monoW","ww","monoW","www","be.V.3S.COND","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1"
"Siarad","davies10","381","1","1","8","MIC","un o Gaerwen oedd ei dad o de ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
"Siarad","davies10","382","1","1","6","CLE","Terry_Prys oedd er tad Emma Tyddyn_Drain ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1"
"Siarad","davies10","387","1","1","5","MIC","un doniol oedd er Edgar ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
"Siarad","davies10","393","1","1","1","HIL","yndw ","cym","monoW","ww","monoW","www","be.V.1S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1","1","1","1","1","1"
"Siarad","davies10","394","1","1","1","HIL","yndw ","cym","monoW","ww","monoW","www","be.V.1S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1","1","1","1","1","1"
"Siarad","davies10","402","1","1","10","MIC","mae job drwy yr dydd mynd round efo yr llefrith ","cym","monoW","ww","monoW","www","be.V.3S.PRES=go.V.INFIN","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
"Siarad","davies10","403","1","1","7","CLE","oh diwrnod pres de oedd hi non_stop ","cym","biling","wb","biling","wbb","be.V.3S.IMPERF","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1"
"Siarad","davies10","405","1","1","1","CLE","oedd ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1"
"Siarad","davies10","409","1","1","1","MIC","oedd ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
"Siarad","davies10","409","2","2","2","MIC","doedd ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF.NEG","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
"Siarad","davies10","410","1","1","2","HIL","duwcs oedd ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1","1","1","1","1","1"
"Siarad","davies10","411","1","1","1","CLE","oedd ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1"
"Siarad","davies10","412","1","1","3","CLE","ew annwyl oedd ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1"
"Siarad","davies10","413","1","1","1","HIL","oedd ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1","1","1","1","1","1"
"Siarad","davies10","414","1","1","1","MIC","oedd ","cym","monoW","ww","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","2","1.5","4","1","1","4","1","4","2.2"
